date	people	ceremony_type	user_id	msg_id
17-06-2023	200	ΓΑΜΟ	345	182bac10c3e880ab
12-09-2023	150	Γάμος	346	182b75ceff38ba12
02-09-2023	250	ΓΑΜΟ	347	182b730ca19ab495
24-03-2023	250	ΓΑΜΟ	348	182b63f082858bc5
05-26-2023	180	Γάμος	248	182afccecbd952cb
24-06-2023	250	ΓΑΜΟ	349	182ac0be14eee129
07-14-2023	150	Γάμο	350	182ab8248d761cd7
09-09-2023	300	ΓΑΜΟ	351	182ab821295ac209
01-07-2023	300	ΓΑΜΟ	352	182ab81acf5ed01e
09-09-2023	150	Γάμος	353	182ab64f756f57e6
22-07-2023	Περιπου300	ΓΑΜΟ	354	182a751a58d42d4e
02-09-2023	250	ΓΑΜΟ	355	182a7517c5e39089
07-15-2023	300	Γάμο	354	182a75111e2c3e1c
24-06-2023	150	ΓΑΜΟ	356	182a750cab5a1251
22-10-2022	200	ΓΑΜΟ	357	182a75020272bae9
09-09-2023	300	ΓΑΜΟ	358	182a74fdf7b59686
25-08-2023	150	ΓΑΜΟ	359	182a74f111d61eb3
06-23-2023	80	Γάμος	360	182a5f37d9679cda
09-03-2023	200	Γάμος	333	182997b6b26d1d35
12-17-2022	260	Γάμος	361	18290d3eefc0bbe8
10-22-2022	200	Γάμος	357	1828d3e688aa240f
05-27-2023	200	Γάμος	362	18289581b13c5835
07-15-2023	300	Γάμος	354	18287e6fb86f2fd6
09-17-2023	200	Γάμος	363	18287c6dc69db472
09-02-2023	100	βάπτιση	364	182834dc7221fd6e
04-06-2023	250	ΓΑΜΟ	365	1827e0088a0e56e4
09-09-2023	300	Γάμος	237	1827985d6e06f089
06-24-2023	150	Γάμος	356	1826fbeb3c9ada75
02-09-2023	350	ΓΑΜΟ	200	1826f15d8209df3c
08-26-2023	100	Γάμος	359	1826a456b2d053e9
07-15-2023	250	Γάμος	366	182651ac945ea823
09-02-2023	200	Γάμος	367	18264b4551a83d77
09-02-2023	150	Γάμος	368	182646c35268518e
05-27-2023	200	Γάμος	369	18263124c684a649
09-02-2023	160	Γάμος	370	18254ae5c9517a45
01-07-2023	200	ΓΑΜΟ	371	182534f0f7231864
05-27-2023	200	Γάμος	372	1824f8ca829a2d49
